Participant,IT1,IT2,Key,rubric,accuracy,RT
4,o,x,n,0,1,3.683
4,v,v,m,1,1,4.02
4,u,t,n,0,1,2.931
4,s,s,n,1,0,4.452
4,x,f,n,0,1,5.339
4,t,t,m,1,1,4.533
4,w,n,m,0,0,4.761
4,a,r,n,0,1,3.316
4,j,j,m,1,1,3.631
4,c,c,m,1,1,2.998
4,o,o,m,1,1,3.356
4,n,a,n,0,1,3.357
4,z,f,n,0,1,3.176
4,i,i,m,1,1,3.115
4,s,s,m,1,1,3.984
4,c,c,m,1,1,3.091
4,l,v,n,0,1,4.551
4,o,o,m,1,1,4.284
4,b,i,n,0,1,3.532
4,w,u,n,0,1,3.711
4,t,t,m,1,1,3.233
4,n,u,n,0,1,4.774
4,n,n,n,1,0,3.858
4,k,i,n,0,1,3.813
4,h,e,m,0,0,4.057
4,g,g,m,1,1,3.316
4,i,t,n,0,1,4.87
4,f,t,n,0,1,4.435
4,g,x,n,0,1,3.915
4,b,f,n,0,1,4.129
4,k,k,m,1,1,4.328
4,x,x,m,1,1,4.988
4,g,g,n,1,0,3.64
4,i,i,m,1,1,5.168
4,g,g,m,1,1,3.889
4,u,s,m,0,0,4.324
4,b,b,m,1,1,3.443
4,p,p,m,1,1,5.347
4,b,b,m,1,1,3.675
4,o,m,m,0,0,3.812
4,k,k,m,1,1,2.619
4,j,j,m,1,1,3.101
4,x,l,m,0,0,3.534
4,t,t,n,1,0,3.531
4,l,l,m,1,1,3.037
4,f,f,n,1,0,4.076
4,p,k,n,0,1,2.745
4,c,c,m,1,1,4.065
4,x,h,n,0,1,3.521
4,b,b,m,1,1,3.939
4,o,y,n,0,1,4.516
4,q,q,m,1,1,4.827
4,j,s,m,0,0,5.537
4,x,n,m,0,0,6.252
4,v,r,m,0,0,4.233
4,s,h,n,0,1,3.919
4,f,p,n,0,1,4.18
4,a,a,m,1,1,2.491
4,r,r,m,1,1,3.02
4,p,t,n,0,1,2.601
4,y,y,m,1,1,3.317
4,o,o,m,1,1,2.821
4,o,o,m,1,1,3.665
4,d,r,m,0,0,3.572
4,f,j,m,0,0,2.745
4,m,h,m,0,0,3.128
4,n,t,m,0,0,3.551
4,i,i,m,1,1,3.897
4,s,s,m,1,1,3.205
4,c,w,n,0,1,2.842
4,a,a,m,1,1,1.931
4,q,h,m,0,0,2.332
4,v,i,n,0,1,2.727
4,f,x,n,0,1,2.777
4,y,r,m,0,0,2.442
4,i,i,m,1,1,2.475
4,y,f,n,0,1,2.481
4,p,p,m,1,1,3.089
4,a,e,n,0,1,2.997
4,u,u,m,1,1,2.21
4,c,c,m,1,1,3.189
4,z,b,n,0,1,3.227
4,x,s,m,0,0,2.811
4,m,m,n,1,0,3.237
4,t,d,m,0,0,3.588
4,p,p,m,1,1,3.052
4,v,v,m,1,1,2.336
4,n,h,n,0,1,2.708
4,m,b,n,0,1,2.563
4,a,a,m,1,1,2.727
4,b,b,n,1,0,3.825
4,g,g,m,1,1,3.508
4,n,n,m,1,1,3.236
4,d,o,n,0,1,3.281
4,d,d,n,1,0,3.294
4,v,c,n,0,1,2.883
4,q,t,m,0,0,3.596
4,r,r,m,1,1,2.939
4,q,q,m,1,1,2.725
4,w,w,m,1,1,4.321
4,p,p,m,1,1,3.015
4,x,t,m,0,0,3.062
4,q,q,m,1,1,2.468
4,d,d,m,1,1,3.499
4,e,y,n,0,1,3.315
4,m,j,m,0,0,5.119
4,c,u,n,0,1,3.83
4,e,e,m,1,1,3.254
4,j,f,m,0,0,2.548
4,a,a,m,1,1,2.149
4,j,j,m,1,1,3.283
4,r,q,n,0,1,2.988
4,c,v,n,0,1,2.143
4,e,h,m,0,0,3.198
4,x,x,n,1,0,3.891
4,m,m,m,1,1,3.559
4,f,f,m,1,1,3.016
4,s,r,m,0,0,3.284
4,x,x,m,1,1,3.04
4,i,u,n,0,1,2.484
4,a,c,m,0,0,2.214
4,h,y,n,0,1,2.153
4,z,v,n,0,1,2.397
4,p,m,n,0,1,2.515
4,z,z,m,1,1,2.657
4,d,y,n,0,1,2.692
4,r,r,n,1,0,2.612
4,u,u,m,1,1,2.685
4,k,m,n,0,1,3.761
4,y,y,n,1,0,3.451
4,v,v,m,1,1,3.817
4,w,e,n,0,1,2.084
4,i,q,n,0,1,2.528
4,r,r,n,1,0,3.081
4,a,m,n,0,1,2.54
4,z,i,n,0,1,4.678
4,w,w,m,1,1,4.101
4,j,j,m,1,1,3.158
4,k,p,n,0,1,2.932
4,h,r,n,0,1,3.074
4,h,h,m,1,1,2.157
4,s,p,m,0,0,2.5
4,p,y,n,0,1,3.127
4,z,z,m,1,1,3.327
4,t,f,n,0,1,3.073
4,k,k,n,1,0,3.341
4,i,i,m,1,1,2.732
4,j,b,n,0,1,4.755
4,v,d,n,0,1,2.763
4,m,m,m,1,1,3.243
4,e,g,n,0,1,2.573
4,x,b,n,0,1,2.979
4,k,k,n,1,0,2.536
4,o,o,n,1,0,2.688
4,f,f,m,1,1,2.475
4,d,d,m,1,1,2.229
4,m,m,n,1,0,2.82
4,y,y,m,1,1,2.78
4,z,z,m,1,1,2.908
4,i,e,m,0,0,2.507
5,q,q,m,1,1,4.131
5,s,c,m,0,0,2.636
5,n,n,m,1,1,2.667
5,z,l,m,0,0,1.838
5,x,o,m,0,0,2.59
5,w,s,m,0,0,2.134
5,d,e,m,0,0,2.416
5,x,x,m,1,1,1.926
5,d,d,m,1,1,2.417
5,s,s,m,1,1,3.115
5,c,n,m,0,0,1.931
5,a,a,m,1,1,2.588
5,g,m,m,0,0,1.924
5,z,z,m,1,1,3.185
5,j,d,m,0,0,3.824
5,p,p,m,1,1,2.103
5,u,u,m,1,1,3.953
5,x,g,m,0,0,3.849
5,z,z,m,1,1,3.417
5,a,i,m,0,0,2.276
5,p,p,m,1,1,2.111
5,n,n,m,1,1,3.216
5,u,o,m,0,0,3.304
5,a,a,n,1,0,2.591
5,w,j,m,0,0,2.969
5,b,t,m,0,0,3.907
5,o,o,m,1,1,4.001
5,v,v,m,1,1,3.277
5,r,r,m,1,1,2.579
5,u,l,m,0,0,3.023
5,y,y,m,1,1,3.507
5,z,z,m,1,1,2.285
5,g,p,m,0,0,2.907
5,l,x,m,0,0,3.152
5,v,v,m,1,1,2.544
5,l,l,m,1,1,2.579
5,v,w,m,0,0,2.887
5,v,n,m,0,0,2.915
5,k,k,m,1,1,2.639
5,v,b,m,0,0,2.054
5,r,r,m,1,1,2.127
5,b,b,m,1,1,2.31
5,r,m,m,0,0,2.307
5,i,i,n,1,0,1.711
5,p,v,m,0,0,2.467
5,s,v,m,0,0,3.057
5,a,o,m,0,0,3.15
5,u,b,m,0,0,3.317
5,n,n,m,1,1,2.907
5,d,d,m,1,1,2.483
5,m,m,m,1,1,3.043
5,q,q,m,1,1,2.947
5,m,t,m,0,0,4.892
5,u,j,m,0,0,9.155
5,d,d,m,1,1,5.892
5,h,h,m,1,1,4.052
5,u,r,m,0,0,2.867
5,i,w,n,0,1,3.059
5,c,c,n,1,0,3.269
5,j,j,m,1,1,3.47
5,v,z,n,0,1,3.676
5,y,y,m,1,1,3.507
5,t,x,m,0,0,3.947
5,x,x,m,1,1,4.303
5,k,x,m,0,0,3.292
5,k,k,m,1,1,2.819
5,b,b,m,1,1,2.817
5,t,b,m,0,0,3.766
5,c,k,n,0,1,2.115
5,o,j,m,0,0,4.94
5,j,j,n,1,0,2.923
5,j,k,m,0,0,3.243
5,w,w,m,1,1,2.691
5,b,v,m,0,0,1.963
5,y,w,m,0,0,4.668
5,t,t,m,1,1,2.715
5,t,n,m,0,0,3.727
5,c,c,n,1,0,2.412
5,d,d,m,1,1,3.892
5,f,s,m,0,0,2.374
5,s,l,m,0,0,4.31
5,m,m,m,1,1,5.028
5,g,g,m,1,1,2.695
5,f,f,m,1,1,3.236
5,n,n,m,1,1,3.107
5,t,t,m,1,1,2.852
5,g,w,m,0,0,3.184
5,b,b,m,1,1,4.359
5,y,a,n,0,1,3.059
5,i,i,n,1,0,2.827
5,b,l,m,0,0,2.057
5,a,b,n,0,1,2.187
5,f,f,m,1,1,3.268
5,m,m,m,1,1,2.352
5,e,v,m,0,0,2.737
5,h,h,m,1,1,2.931
5,k,n,m,0,0,3.915
5,j,j,m,1,1,3.795
5,k,o,m,0,0,3.54
5,w,b,m,0,0,4.188
5,r,r,m,1,1,2.883
5,o,u,m,0,0,3.308
5,g,a,n,0,1,2.991
5,i,i,n,1,0,2.88
5,i,y,n,0,1,3.563
5,x,d,n,0,1,2.422
5,z,c,n,0,1,3.334
5,g,g,m,1,1,2.794
5,m,m,m,1,1,3.148
5,x,x,m,1,1,2.707
5,u,w,m,0,0,3.534
5,y,y,m,1,1,2.666
5,e,e,n,1,0,3.899
5,o,o,m,1,1,2.372
5,f,f,m,1,1,3.253
5,g,g,n,1,0,2.377
5,p,w,m,0,0,3.451
5,w,p,m,0,0,5.168
5,n,l,n,0,1,2.363
5,q,i,m,0,0,3.776
5,a,a,n,1,0,2.669
5,e,b,n,0,1,3.915
5,i,f,n,0,1,3.511
5,p,p,m,1,1,2.715
5,b,b,n,1,0,3.606
5,z,z,m,1,1,2.475
5,s,s,m,1,1,2.872
5,x,m,m,0,0,3.988
5,h,h,m,1,1,3.732
5,e,m,n,0,1,2.484
5,q,q,m,1,1,2.87
5,e,i,n,0,1,3.208
5,e,n,m,0,0,4.957
5,c,c,n,1,0,4.443
5,l,a,n,0,1,4.707
5,x,r,m,0,0,5.324
5,w,m,m,0,0,5.208
5,c,s,n,0,1,3.902
5,l,b,n,0,1,5.14
5,p,p,m,1,1,3.147
5,t,t,m,1,1,3.099
5,g,g,m,1,1,3.062
5,z,z,m,1,1,4.588
5,q,q,m,1,1,3.774
5,e,f,n,0,1,1.971
5,m,l,n,0,1,2.704
5,x,x,m,1,1,4.255
5,u,d,n,0,1,3.821
5,s,a,n,0,1,3.068
5,k,k,n,1,0,2.478
5,e,e,n,1,0,2.779
5,m,m,m,1,1,2.563
5,t,t,m,1,1,2.3
5,h,h,m,1,1,3.435
5,l,c,n,0,1,2.867
5,w,w,m,1,1,3.056
5,l,l,m,1,1,2.859
5,x,x,m,1,1,2.568
5,a,a,n,1,0,2.544
5,c,l,m,0,0,4.155
5,k,y,m,0,0,3.632
5,l,s,m,0,0,5.424
5,o,f,m,0,0,3.995
5,l,d,m,0,0,3.739
5,o,t,m,0,0,3.521
5,b,m,m,0,0,4.168
5,z,s,m,0,0,3.866
5,j,l,m,0,0,2.556
5,o,o,m,1,1,3.563
5,a,a,n,1,0,2.324
5,b,a,n,0,1,2.539
5,n,k,m,0,0,2.027
5,q,a,n,0,1,3.758
5,r,r,m,1,1,4.979
5,s,s,n,1,0,6.459
5,s,s,n,1,0,5.127
5,w,w,m,1,1,3.63
5,v,v,m,1,1,3.146
5,c,q,n,0,1,3.776
5,m,d,m,0,0,3.947
5,u,f,m,0,0,3.148
5,p,o,m,0,0,3.139
5,g,v,n,0,1,2.268
5,t,z,m,0,0,4.683
5,y,k,m,0,0,2.981
5,d,h,n,0,1,1.9
5,i,m,n,0,1,3.427
5,y,y,m,1,1,2.855
5,g,g,m,1,1,2.419
5,m,p,m,0,0,2.899
5,i,i,n,1,0,2.451
5,w,r,m,0,0,2.827
5,m,k,m,0,0,3.147
5,d,u,n,0,1,2.579
5,m,q,m,0,0,2.255
5,h,h,m,1,1,2.694
5,b,b,n,1,0,3.203
5,c,c,n,1,0,2.549
5,n,n,m,1,1,3.739
5,k,k,m,1,1,2.511
5,v,v,m,1,1,4.06
5,t,h,n,0,1,2.926
5,q,q,m,1,1,2.243
5,u,u,m,1,1,2.163
5,i,o,n,0,1,2.911
5,m,w,n,0,1,5.393
5,u,i,n,0,1,2.331
5,l,k,n,0,1,2.076
5,o,d,n,0,1,2.083
5,k,k,n,1,0,2.923
5,o,o,m,1,1,3.148
5,l,l,m,1,1,2.239
5,p,a,n,0,1,2.991
5,o,o,m,1,1,2.272
5,l,l,m,1,1,2.448
5,k,q,n,0,1,2.081
5,j,j,n,1,0,2.659
5,z,u,m,0,0,2.091
5,t,w,m,0,0,2.371
5,q,l,n,0,1,2.355
5,t,t,m,1,1,2.955
5,w,z,m,0,0,2.375
5,f,f,m,1,1,2.769
5,q,j,n,0,1,2.379
5,c,m,n,0,1,2.451
5,j,j,n,1,0,3.075
5,e,e,m,1,1,2.172
5,k,r,m,0,0,2.22
5,u,u,m,1,1,2.436
5,w,w,m,1,1,2.448
5,y,o,n,0,1,1.978
5,u,u,m,1,1,2.441
5,p,d,n,0,1,2.272
5,e,e,n,1,0,1.853
5,w,x,n,0,1,3.093
5,i,d,n,0,1,1.652
5,f,k,m,0,0,4.036
5,w,w,n,1,0,2.42
5,u,p,n,0,1,2.227
5,d,d,m,1,1,2.091
5,e,e,m,1,1,1.971
5,r,v,n,0,1,1.7
5,f,f,n,1,0,2.043
5,p,j,n,0,1,2.247
5,a,u,n,0,1,1.454
5,p,p,n,1,0,2.152
5,c,c,m,1,1,2.301
5,o,v,n,0,1,2.027
5,d,q,n,0,1,2.252
5,x,p,n,0,1,1.961
5,n,y,n,0,1,2.036
5,y,y,n,1,0,2.3
5,i,i,n,1,0,1.732
5,u,u,m,1,1,1.859
5,v,v,n,1,0,2.011
5,l,l,n,1,0,2.318
5,r,r,m,1,1,1.678
7,l,d,n,0,1,4.052
7,s,s,m,1,1,4.619
7,q,q,m,1,1,3.603
7,i,i,n,1,0,5.299
7,q,z,m,0,0,4.411
7,x,i,n,0,1,6.013
7,n,n,n,1,0,4.854
7,q,q,m,1,1,4.275
7,v,v,n,1,0,5.907
7,h,c,n,0,1,4.163
7,b,b,m,1,1,4.413
7,g,f,m,0,0,4.204
7,p,e,n,0,1,4.321
7,n,d,n,0,1,4.929
7,r,r,n,1,0,4.556
7,l,l,m,1,1,4.105
7,b,b,m,1,1,3.587
7,u,m,m,0,0,4.732
7,o,o,m,1,1,4.243
7,j,j,n,1,0,4.808
7,k,k,m,1,1,4.006
7,d,d,n,1,0,5.945
7,s,s,m,1,1,4.565
7,w,t,n,0,1,5.344
7,d,d,m,1,1,4.239
7,p,j,m,0,0,5.022
7,g,w,n,0,1,3.625
7,t,t,n,1,0,3.163
7,y,y,m,1,1,4.504
7,n,h,n,0,1,4.915
7,e,e,m,1,1,4.261
7,n,m,n,0,1,4.677
7,v,r,n,0,1,4.38
7,g,g,n,1,0,5.939
7,i,z,n,0,1,2.671
7,l,l,m,1,1,3.099
7,u,u,m,1,1,3.555
7,m,m,m,1,1,4.118
7,r,d,n,0,1,3.851
7,c,c,m,1,1,4.099
7,i,o,n,0,1,3.651
7,j,j,n,1,0,5.187
7,i,h,n,0,1,4.203
7,w,u,n,0,1,3.582
7,f,f,m,1,1,3.297
7,h,h,m,1,1,3.731
7,x,s,m,0,0,5.732
7,c,l,n,0,1,4.379
7,j,n,n,0,1,4.273
7,o,x,m,0,0,3.675
7,b,q,n,0,1,2.731
7,x,x,m,1,1,2.7
7,v,j,n,0,1,3.748
7,u,v,n,0,1,5.294
7,i,i,n,1,0,4.306
7,x,x,m,1,1,3.779
7,u,s,n,0,1,6.067
7,y,h,n,0,1,5.204
7,r,o,n,0,1,4.308
7,o,y,n,0,1,4.418
7,q,o,n,0,1,2.894
7,d,o,n,0,1,4.284
7,v,f,n,0,1,5.482
7,v,w,n,0,1,4.825
7,s,s,m,1,1,3.869
7,o,o,m,1,1,3.469
7,m,m,n,1,0,4.139
7,w,r,n,0,1,4.452
7,k,u,n,0,1,5.531
7,z,z,n,1,0,4.076
7,f,u,n,0,1,3.756
7,u,u,m,1,1,3.075
7,g,o,n,0,1,4.119
7,t,p,n,0,1,5.011
7,d,k,n,0,1,3.995
7,p,p,m,1,1,4.147
7,e,d,n,0,1,5.995
7,g,g,m,1,1,3.107
7,v,b,n,0,1,4.38
7,d,q,n,0,1,4.283
7,c,k,n,0,1,3.096
7,c,s,n,0,1,3.144
7,t,e,n,0,1,3.213
7,l,e,n,0,1,3.603
7,r,r,m,1,1,5.404
7,e,q,n,0,1,3.047
7,j,e,n,0,1,3.791
7,c,c,n,1,0,4.98
7,f,r,n,0,1,3.376
7,a,a,m,1,1,3.257
7,w,w,m,1,1,3.63
7,z,z,m,1,1,2.835
7,n,q,m,0,0,4.388
7,q,g,n,0,1,5.09
7,h,h,m,1,1,3.265
7,x,g,n,0,1,4.151
7,p,p,m,1,1,3.747
7,i,i,n,1,0,2.895
7,x,x,m,1,1,2.019
7,s,s,m,1,1,3.361
7,g,g,m,1,1,2.35
7,r,u,n,0,1,3.916
7,k,f,n,0,1,4.069
7,v,v,m,1,1,5.022
7,a,a,m,1,1,2.224
7,o,o,m,1,1,3.147
7,k,k,m,1,1,2.329
7,k,k,m,1,1,3.585
7,j,p,n,0,1,3.281
7,g,g,n,1,0,5.336
7,o,c,n,0,1,2.956
7,i,p,m,0,0,2.958
7,o,o,m,1,1,4.41
7,k,l,n,0,1,5.312
7,b,b,m,1,1,3.079
7,q,q,m,1,1,4.023
7,m,y,n,0,1,4.997
7,r,r,n,1,0,6.926
7,t,t,n,1,0,5.46
7,l,l,m,1,1,3.11
7,c,g,n,0,1,2.559
7,c,i,n,0,1,3.399
7,l,s,n,0,1,2.993
7,q,l,n,0,1,5.252
7,l,z,n,0,1,3.126
7,a,e,n,0,1,3.644
7,a,a,m,1,1,3.316
7,z,h,n,0,1,4.172
7,a,g,n,0,1,3.22
7,l,v,m,0,0,3.614
7,e,e,m,1,1,2.523
7,y,d,n,0,1,4.003
7,m,u,m,0,0,5.084
7,x,t,n,0,1,4.068
7,t,m,n,0,1,3.587
7,v,v,m,1,1,4.517
7,e,l,n,0,1,2.909
7,h,p,n,0,1,3.67
7,c,c,m,1,1,2.869
7,y,j,n,0,1,5.051
7,m,m,m,1,1,3.14
7,j,r,n,0,1,5.251
7,h,h,m,1,1,2.799
7,p,p,m,1,1,4.364
7,u,u,m,1,1,4.297
7,w,w,m,1,1,3.467
7,f,b,n,0,1,3.605
7,l,l,m,1,1,2.548
7,t,t,m,1,1,3.187
7,f,f,n,1,0,3.676
7,f,f,n,1,0,5.263
7,p,p,m,1,1,3.374
7,y,a,n,0,1,6.317
7,u,c,n,0,1,2.461
7,b,b,m,1,1,3.011
7,j,j,n,1,0,4.828
7,p,o,n,0,1,2.419
7,x,w,n,0,1,2.933
7,s,s,n,1,0,5.061
7,m,m,n,1,0,5.364
7,g,v,n,0,1,2.779
7,i,y,n,0,1,2.412
7,c,c,m,1,1,3.2
7,j,j,m,1,1,2.116
7,n,n,n,1,0,2.913
7,f,y,n,0,1,4.831
7,p,n,n,0,1,3.999
7,e,e,m,1,1,2.467
7,q,q,m,1,1,2.408
7,p,c,n,0,1,2.124
7,o,g,n,0,1,4.793
7,c,c,m,1,1,3.646
7,d,x,n,0,1,5.943
7,d,u,n,0,1,4.523
7,u,f,n,0,1,6.66
7,e,r,n,0,1,4.484
7,j,j,m,1,1,3.94
7,x,x,m,1,1,4.15
7,y,y,m,1,1,4.452
7,n,n,n,1,0,4.899
7,c,x,n,0,1,3.489
7,v,s,n,0,1,5.435
7,y,y,m,1,1,4.079
7,d,d,n,1,0,7.092
7,x,x,m,1,1,4.283
7,i,v,n,0,1,3.623
7,t,q,n,0,1,2.916
7,d,d,n,1,0,5.547
7,h,h,m,1,1,2.629
7,h,h,m,1,1,4.18
7,x,v,n,0,1,4.259
7,j,a,n,0,1,4.6
7,w,w,m,1,1,4.179
7,r,r,m,1,1,4.451
7,k,h,m,0,0,3.964
7,q,h,n,0,1,3.598
7,n,s,n,0,1,5.417
7,y,k,n,0,1,4.587
7,i,i,n,1,0,3.123
7,m,m,m,1,1,3.761
7,w,j,n,0,1,6.695
7,y,y,m,1,1,7.221
7,f,v,n,0,1,2.404
7,e,e,n,1,0,9.141
7,o,o,m,1,1,3.489
7,g,h,m,0,0,2.869
7,k,p,n,0,1,2.956
7,h,r,n,0,1,5.707
7,i,i,m,1,1,4.515
7,n,n,n,1,0,3.795
7,a,a,m,1,1,3.252
7,k,x,m,0,0,8.171
7,n,n,m,1,1,4.292
7,h,v,m,0,0,1.945
7,o,r,n,0,1,3.386
7,m,w,n,0,1,3.265
7,z,z,n,1,0,4.143
7,u,u,m,1,1,4.02
7,y,y,m,1,1,5.061
7,z,z,n,1,0,9.964
7,w,w,m,1,1,3.199
7,v,k,n,0,1,5.428
7,z,z,n,1,0,3.964
7,v,v,m,1,1,4.179
7,l,m,n,0,1,2.555
7,t,u,n,0,1,3.012
7,t,t,n,1,0,3.515
7,v,v,n,1,0,3.521
7,k,k,m,1,1,3.556
7,z,s,n,0,1,3.5
7,u,i,n,0,1,4.431
7,q,q,n,1,0,3.627
7,u,j,n,0,1,3.714
7,z,g,n,0,1,3.748
7,f,f,m,1,1,3.086
7,m,q,n,0,1,4.236
7,a,a,m,1,1,3.795
7,r,r,n,1,0,6.887
7,u,u,m,1,1,4.596
7,s,u,n,0,1,2.82
7,p,p,n,1,0,9.656
7,b,b,m,1,1,3.508
7,q,m,n,0,1,3.237
7,f,f,m,1,1,3.051
7,e,n,n,0,1,3.468
7,b,p,n,0,1,2.899
7,w,y,n,0,1,2.7
7,g,r,n,0,1,2.345
7,l,l,m,1,1,2.003
7,k,k,m,1,1,2.393
7,t,t,m,1,1,2.286
7,z,l,n,0,1,2.754
7,d,e,n,0,1,4.091
7,e,e,m,1,1,2.57
7,y,p,m,0,0,3.761
7,i,t,n,0,1,3.827
8,b,g,m,0,0,2.884
8,v,v,m,1,1,3.123
8,y,y,m,1,1,5.073
8,u,u,m,1,1,3.003
8,f,f,m,1,1,3.299
8,t,o,n,0,1,3.133
8,c,c,m,1,1,3.231
8,q,q,n,1,0,4.028
8,c,u,m,0,0,3.622
8,o,o,m,1,1,3.777
8,m,m,n,1,0,1.867
8,k,b,m,0,0,2.903
8,o,j,m,0,0,2.842
8,b,b,m,1,1,2.836
8,q,b,m,0,0,3.274
8,u,p,n,0,1,2.187
8,z,z,n,1,0,3.043
8,z,r,m,0,0,2.917
8,n,n,m,1,1,2.873
8,i,i,m,1,1,3.123
8,e,e,m,1,1,2.948
8,c,j,n,0,1,3.711
8,s,s,n,1,0,3.384
8,m,d,m,0,0,2.817
8,p,p,n,1,0,2.411
8,p,d,n,0,1,3.098
8,f,f,m,1,1,2.968
8,e,w,n,0,1,2.563
8,t,t,m,1,1,2.54
8,e,c,m,0,0,2.814
8,g,l,n,0,1,2.963
8,z,y,n,0,1,2.931
8,h,h,m,1,1,2.838
8,i,i,n,1,0,2.635
8,x,c,n,0,1,3.409
8,p,a,n,0,1,2.921
8,a,l,n,0,1,3.547
8,w,o,n,0,1,2.835
8,r,p,m,0,0,2.193
8,j,j,n,1,0,3.211
8,y,y,n,1,0,2.679
8,b,e,n,0,1,2.459
8,b,h,n,0,1,3.483
8,n,f,m,0,0,2.333
8,g,s,n,0,1,2.758
8,u,u,m,1,1,2.819
8,s,l,n,0,1,2.979
8,j,v,n,0,1,2.418
8,p,p,n,1,0,2.564
8,z,z,m,1,1,2.484
8,m,s,n,0,1,1.757
8,q,q,n,1,0,1.752
8,z,p,m,0,0,2.175
8,y,y,m,1,1,2.955
8,n,i,n,0,1,2.014
8,j,j,m,1,1,1.879
8,n,g,n,0,1,2.142
8,e,m,n,0,1,1.656
8,d,s,n,0,1,1.591
8,d,d,n,1,0,1.444
8,w,x,m,0,0,1.467
8,k,k,m,1,1,1.868
8,h,h,n,1,0,1.945
8,g,y,n,0,1,1.932
8,d,m,n,0,1,1.327
8,k,a,n,0,1,1.971
8,i,d,n,0,1,1.734
8,n,u,m,0,0,1.649
8,g,g,m,1,1,2.158
8,q,x,n,0,1,1.885
8,c,c,m,1,1,1.628
8,t,k,n,0,1,1.56
8,m,i,n,0,1,1.683
8,r,r,m,1,1,2.091
8,x,u,m,0,0,1.765
8,u,l,m,0,0,1.755
8,h,h,m,1,1,2.705
8,n,n,m,1,1,2.289
8,f,l,n,0,1,1.844
8,k,k,m,1,1,1.669
8,e,e,m,1,1,1.741
8,z,z,n,1,0,1.813
8,r,r,m,1,1,1.947
8,w,v,m,0,0,1.68
8,a,a,m,1,1,1.539
8,z,z,m,1,1,1.443
8,g,g,m,1,1,1.724
8,u,u,m,1,1,1.742
8,h,h,m,1,1,1.492
8,w,w,m,1,1,1.819
8,x,x,m,1,1,2.139
8,q,q,m,1,1,1.632
8,l,l,m,1,1,1.71
8,p,q,m,0,0,1.94
8,b,b,m,1,1,1.675
8,j,s,n,0,1,1.803
8,p,r,n,0,1,2.068
8,d,a,m,0,0,2.003
8,o,l,m,0,0,1.837
8,p,p,m,1,1,2
8,d,d,m,1,1,1.594
8,w,w,m,1,1,1.671
8,g,i,m,0,0,1.696
8,b,b,m,1,1,1.635
8,u,u,m,1,1,2.247
8,n,n,m,1,1,1.535
8,m,m,n,1,0,2.179
8,h,k,m,0,0,1.516
8,c,y,n,0,1,2.565
8,k,k,m,1,1,2.499
8,p,m,n,0,1,2.531
8,v,g,m,0,0,2.715
8,l,l,n,1,0,1.839
8,a,a,m,1,1,1.762
8,p,p,m,1,1,2.286
8,e,e,n,1,0,1.771
8,j,k,n,0,1,1.171
8,d,d,n,1,0,1.84
8,z,q,m,0,0,1.93
8,n,k,m,0,0,2.092
8,e,e,m,1,1,2.474
8,o,b,m,0,0,2.372
8,o,o,n,1,0,2.307
8,a,o,n,0,1,2.091
8,l,l,m,1,1,2.811
8,y,z,n,0,1,2.171
8,m,x,n,0,1,1.64
8,q,i,m,0,0,1.827
8,s,s,n,1,0,1.896
8,x,o,m,0,0,1.915
8,f,f,m,1,1,1.908
8,q,q,m,1,1,1.91
8,u,y,m,0,0,1.331
8,x,n,n,0,1,2.823
8,y,n,n,0,1,2.577
8,t,t,m,1,1,1.304
8,k,c,n,0,1,1.334
8,j,j,m,1,1,2.156
8,m,m,n,1,0,3.227
8,w,h,m,0,0,1.643
8,q,y,m,0,0,1.562
8,r,h,n,0,1,1.747
8,z,z,n,1,0,2.095
8,d,b,m,0,0,1.433
8,j,g,m,0,0,1.916
8,m,m,m,1,1,2.027
8,k,k,m,1,1,1.507
8,a,y,n,0,1,1.959
8,t,j,m,0,0,1.537
8,p,z,m,0,0,1.609
8,s,v,n,0,1,1.54
8,p,p,n,1,0,2.029
8,o,o,m,1,1,2.8
8,c,c,m,1,1,2.459
8,k,w,n,0,1,2.251
8,v,v,m,1,1,1.9
8,a,b,n,0,1,3.107
8,w,w,m,1,1,2.627
8,s,d,n,0,1,1.939
8,a,a,m,1,1,2.355
8,t,a,n,0,1,3.255
8,q,j,m,0,0,1.803
8,m,m,n,1,0,1.612
8,s,m,n,0,1,2.331
8,h,l,n,0,1,2.731
8,x,x,n,1,0,2.388
8,i,i,m,1,1,1.707
8,a,a,m,1,1,1.717
8,q,s,n,0,1,2.691
8,r,r,m,1,1,2.212
8,t,t,m,1,1,2.739
8,m,p,n,0,1,2.404
8,c,c,m,1,1,3.007
8,t,t,n,1,0,2.083
8,b,i,n,0,1,2.249
8,j,c,m,0,0,1.932
8,p,v,m,0,0,1.837
8,v,n,n,0,1,1.555
8,w,d,n,0,1,1.851
8,l,l,m,1,1,1.301
8,f,f,m,1,1,1.637
8,q,p,m,0,0,1.243
8,t,t,m,1,1,1.371
8,i,i,m,1,1,1.531
8,r,r,m,1,1,1.235
8,t,n,m,0,0,1.46
8,i,i,m,1,1,1.555
8,f,w,m,0,0,1.687
8,c,c,m,1,1,1.419
8,h,e,n,0,1,1.507
8,w,w,m,1,1,2.027
8,o,p,m,0,0,1.603
8,x,x,n,1,0,1.763
8,x,d,n,0,1,1.826
8,h,w,n,0,1,2.177
8,o,o,m,1,1,1.508
8,d,d,m,1,1,1.731
8,b,k,m,0,0,2.122
8,s,s,m,1,1,1.308
8,v,v,m,1,1,1.502
